Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
2015-01-02,173.1737518310547,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900
2015-01-05,170.04632568359375,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600
2015-01-06,168.4446258544922,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400
2015-01-07,170.54367065429688,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700
2015-01-08,173.5699920654297,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800
2015-01-09,172.17904663085938,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300
2015-01-12,170.83029174804688,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100
2015-01-13,170.3498077392578,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300
2015-01-14,169.32135009765625,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100
2015-01-15,167.77024841308594,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900
2015-01-16,169.9704132080078,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600
2015-01-20,170.3329315185547,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100
2015-01-21,171.1927032470703,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700
2015-01-22,173.7386016845703,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000
2015-01-23,172.7860107421875,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800
2015-01-26,173.1906280517578,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700
2015-01-27,170.9061279296875,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600
2015-01-28,168.7144012451172,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300
2015-01-29,170.27392578125,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400
2015-01-30,168.1327362060547,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700
2015-02-02,170.21495056152344,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000
2015-02-03,172.67642211914062,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900
2015-02-04,172.01882934570312,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700
2015-02-05,173.75543212890625,206.1199951171875,206.3000030517578,204.77000427246094,204.86000061035156,97953200
2015-02-06,173.27491760253906,205.5500030517578,207.24000549316406,204.9199981689453,206.55999755859375,125672000
2015-02-09,172.4993896484375,204.6300048828125,205.63999938964844,204.13999938964844,204.77000427246094,87219000
2015-02-10,174.33706665039062,206.80999755859375,207.1199951171875,204.67999267578125,205.8800048828125,96164200
2015-02-11,174.438232421875,206.92999267578125,207.4499969482422,205.8300018310547,206.61000061035156,91087800
2015-02-12,176.1157684326172,208.9199981689453,208.99000549316406,206.97000122070312,207.88999938964844,97545900
2015-02-13,176.84072875976562,209.77999877929688,209.83999633789062,208.75999450683594,209.07000732421875,93670400
2015-02-17,177.1189727783203,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200
2015-02-18,177.13575744628906,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900
2015-02-19,177.0093536376953,209.97999572753906,210.4199981689453,209.24000549316406,209.41000366210938,91462500
2015-02-20,178.07151794433594,211.24000549316406,211.3300018310547,208.72999572753906,209.47999572753906,140896400
2015-02-23,178.04624938964844,211.2100067138672,211.2100067138672,210.47999572753906,210.94000244140625,74411100
2015-02-24,178.55194091796875,211.80999755859375,212.0500030517578,210.75999450683594,211.1199951171875,72472300
2015-02-25,178.4002685546875,211.6300048828125,212.24000549316406,211.22000122070312,211.66000366210938,73061700
2015-02-26,178.18948364257812,211.3800048828125,211.7100067138672,210.64999389648438,211.52000427246094,72697900
